file_name,class,file_size_kb,width,height,channels,aspect_ratio,blur_score_laplacian_var,brightness_mean,contrast_std,entropy,r_mean,g_mean,b_mean,file_path
Broken_01.jpg,Broken,93.9921875,500,500,3,1.0,15.604931964656,196.19282,30.433562138658694,5.096380516646046,200.429144,195.073136,190.729964,archive\Broken\Broken_01.jpg
Broken_02.jpg,Broken,88.185546875,500,500,3,1.0,9.627147994223998,203.86604,20.770573577019967,4.373878600845437,206.053616,203.227824,201.23274,archive\Broken\Broken_02.jpg
Broken_03.jpg,Broken,88.9375,500,500,3,1.0,16.771875900144,204.568904,29.649125117594686,4.086279330968536,209.045032,203.165476,199.704464,archive\Broken\Broken_03.jpg
Broken_04.jpg,Broken,80.6005859375,500,500,3,1.0,9.582515895024,210.845472,15.89414587504519,3.883743087793407,214.278488,209.869388,206.538976,archive\Broken\Broken_04.jpg
Broken_05.jpg,Broken,83.1220703125,500,500,3,1.0,13.143415777216003,207.280544,23.623030268449135,3.9501651075638975,210.277624,206.447856,203.645452,archive\Broken\Broken_05.jpg
Broken_06.jpg,Broken,88.845703125,500,500,3,1.0,15.1844679964,208.322932,20.34194638974786,4.174518661322773,212.175872,207.302692,203.174164,archive\Broken\Broken_06.jpg
Broken_07.jpg,Broken,85.11328125,500,500,3,1.0,10.416747988336,209.794176,17.519080469049282,3.924005563505982,212.636624,209.121032,205.479428,archive\Broken\Broken_07.jpg
Broken_08.jpg,Broken,79.80859375,500,500,3,1.0,8.736239974399998,211.044248,17.804391652468667,3.6992432380336733,213.704028,210.263384,207.930964,archive\Broken\Broken_08.jpg
Broken_09.jpg,Broken,79.56640625,500,500,3,1.0,9.705779919344,210.771416,18.72198187572416,3.7811508300527508,212.924548,209.987784,209.106288,archive\Broken\Broken_09.jpg
Broken_10.jpg,Broken,77.3203125,500,500,3,1.0,8.820567971776,206.34184,24.34059558462775,4.1275982431777996,209.245436,205.557512,202.757676,archive\Broken\Broken_10.jpg
Broken_11.jpg,Broken,91.0224609375,500,500,3,1.0,13.320311966143999,197.328756,27.282295128754548,4.8219089774648,199.966084,196.699128,193.569772,archive\Broken\Broken_11.jpg
Broken_12.jpg,Broken,108.1552734375,500,500,3,1.0,25.475671504384003,189.311512,34.84924045476251,5.338220905363948,193.147264,188.565388,182.894064,archive\Broken\Broken_12.jpg
Broken_13.jpg,Broken,93.091796875,500,500,3,1.0,14.091511976896,203.8108,22.437078137761166,4.344055869424523,207.66896,202.800052,198.509688,archive\Broken\Broken_13.jpg
Broken_14.jpg,Broken,102.73046875,500,500,3,1.0,19.417691940463996,189.127268,32.65842529663939,5.3296150779949185,192.112172,188.52802,184.112884,archive\Broken\Broken_14.jpg
Broken_15.jpg,Broken,94.9443359375,500,500,3,1.0,12.093423704064,193.98162,30.167731273259513,4.81070389090115,197.694572,193.044788,188.78986,archive\Broken\Broken_15.jpg
Broken_16.jpg,Broken,96.2255859375,500,500,3,1.0,12.278771998704002,196.153568,25.11460915223201,4.9487679279239805,199.220932,195.587196,190.727816,archive\Broken\Broken_16.jpg
Broken_17.jpg,Broken,96.205078125,500,500,3,1.0,19.703939955055997,198.50154,26.057434210382265,4.510553009548015,201.66426,197.690652,194.35522,archive\Broken\Broken_17.jpg
Broken_18.jpg,Broken,90.8701171875,500,500,3,1.0,11.042927994815997,196.673532,23.099351996213574,4.763436646149323,200.017872,196.014632,190.928052,archive\Broken\Broken_18.jpg
Broken_19.jpg,Broken,103.2421875,500,500,3,1.0,17.326683970416,183.9706,38.36400406162005,5.612583449296077,188.544928,183.000264,176.596412,archive\Broken\Broken_19.jpg
Broken_20.jpg,Broken,98.267578125,500,500,3,1.0,11.63616764,179.43262,29.38294505211484,6.172321702946803,185.641816,178.573544,167.101264,archive\Broken\Broken_20.jpg
Broken_21.jpg,Broken,95.6806640625,500,500,3,1.0,18.602359907584,197.646408,24.657832441184606,4.954461842836778,200.76708,197.027724,192.535184,archive\Broken\Broken_21.jpg
Broken_22.jpg,Broken,108.6708984375,500,500,3,1.0,33.76438775,192.717948,33.123049658346616,5.197276708564595,196.271636,192.000228,186.869964,archive\Broken\Broken_22.jpg
Broken_23.jpg,Broken,97.8310546875,500,500,3,1.0,20.564023987455997,198.36788,25.28108447645393,4.90037945228752,200.962524,197.709236,194.394568,archive\Broken\Broken_23.jpg
Broken_24.jpg,Broken,93.376953125,500,500,3,1.0,10.928139919344,202.09794,19.375870658022055,4.73879416317251,205.449416,201.468352,196.051356,archive\Broken\Broken_24.jpg
Broken_25.jpg,Broken,99.4375,500,500,3,1.0,18.772571889776,198.168416,30.340685886297035,4.615787181710502,201.725956,197.193364,193.443616,archive\Broken\Broken_25.jpg
Broken_26.jpg,Broken,100.3076171875,500,500,3,1.0,17.675679887104,200.859784,22.505862069099773,4.6874220665431245,203.92394,200.2559,195.651368,archive\Broken\Broken_26.jpg
Broken_27.jpg,Broken,94.55859375,500,500,3,1.0,19.899647999743998,202.356388,23.339755259930556,4.220943863840108,205.540852,201.558512,198.073884,archive\Broken\Broken_27.jpg
Broken_28.jpg,Broken,88.537109375,500,500,3,1.0,11.212335892416,198.58542,23.66429072301978,4.62048284526471,201.92986,197.914256,192.964972,archive\Broken\Broken_28.jpg
Broken_29.jpg,Broken,104.0,500,500,3,1.0,24.016303934464002,188.210088,38.20968033145863,5.2745604549533285,192.696524,187.194328,181.25522,archive\Broken\Broken_29.jpg
Broken_30.jpg,Broken,70.9072265625,500,500,3,1.0,6.359327976896001,207.940436,21.579895090799308,3.9488237117935534,210.016272,207.360904,205.597984,archive\Broken\Broken_30.jpg
Broken_31.jpg,Broken,86.166015625,500,500,3,1.0,12.778263998399998,200.939032,30.59170310562941,4.71901653656146,204.597424,200.010312,195.963204,archive\Broken\Broken_31.jpg
Broken_32.jpg,Broken,87.4248046875,500,500,3,1.0,11.511475975663998,205.926276,21.244860478991715,4.453554123280475,208.977976,205.308148,200.828432,archive\Broken\Broken_32.jpg
Broken_33.jpg,Broken,83.4453125,500,500,3,1.0,10.678959971775999,207.427052,19.287822857681373,4.126724447900733,209.578788,206.814296,204.39678,archive\Broken\Broken_33.jpg
Broken_34.jpg,Broken,99.013671875,500,500,3,1.0,17.611887999936,195.826588,35.04449109743579,4.7717770306421645,201.29256,194.23194,189.32172,archive\Broken\Broken_34.jpg
Broken_35.jpg,Broken,91.8515625,500,500,3,1.0,16.870087995903997,199.820904,28.625981286635117,4.93457978383817,203.3962,199.054524,194.08938,archive\Broken\Broken_35.jpg
Broken_36.jpg,Broken,83.0849609375,500,500,3,1.0,9.796655999743999,199.67228,26.473600880907757,5.106682206758496,203.995092,198.896736,192.040828,archive\Broken\Broken_36.jpg
Broken_37.jpg,Broken,74.921875,500,500,3,1.0,6.822099997296,202.32888,26.27971228810544,4.302637717635734,204.445444,201.685336,199.648164,archive\Broken\Broken_37.jpg
Broken_38.jpg,Broken,83.98828125,500,500,3,1.0,10.49239196,199.153112,27.94702039065088,4.880889369320116,202.104868,198.466476,194.396616,archive\Broken\Broken_38.jpg
Broken_39.jpg,Broken,82.7216796875,500,500,3,1.0,11.375523948016001,204.114072,23.871739182112726,4.310256878706108,206.88602,203.276808,200.26284,archive\Broken\Broken_39.jpg
